Location Name,Location Formal Name,Location Scheduler,Location Scheduler Email,Max Capacity,X25 Assignable Area,Default Layout,Default Layout Capacity,Default Layout Image?,Always Shared?,Building,Partition,Latitude,Longitude,X25 Building,X25 Floor Number,X25 Owner Organization,X25 Room Use Code,Express Scheduling Enabled?,Express Scheduling Event Type,Express Scheduling Max. Duration,Default Instructions,Comments
RCK121,Rockefeller Hall 121,"Kotmel, Erin",elk38@cornell.edu,19,373,Instruction,19,Yes,No,,,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK122,Rockefeller Hall 122,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,93,987,Instruction,93,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK127,Rockefeller Hall 127,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,27,423,Instruction,27,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK128,Rockefeller Hall 128,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,39,536,Instruction,39,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK132,Rockefeller Hall 132,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,68,800,Instruction,68,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK178,Rockefeller Hall 178,"Janke, Jennifer",jld296@cornell.edu,18,365,Instruction,18,Yes,No,,,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK183,Rockefeller Hall 183,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,385,Instruction,20,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK185,Rockefeller Hall 185,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,386,Instruction,20,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK187,Rockefeller Hall 187,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,386,Instruction,20,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK189,Rockefeller Hall 189,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,399,Instruction,20,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK201,Rockefeller Hall 201: Schwartz Aud,"Wierson, Danyel",dw442@cornell.edu,383,2976,Instruction,383,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK203,Rockefeller Hall 203,"Wierson, Danyel",dw442@cornell.edu,196,1779,Instruction,196,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK230,Rockefeller Hall 230,"Wierson, Danyel",dw442@cornell.edu,91,974,Instruction,91,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK231,Rockefeller Hall 231,"Wierson, Danyel",dw442@cornell.edu,49,598,Instruction,49,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK388,Rockefeller Hall 388,"Kotmel, Erin",elk38@cornell.edu,9,241,Instruction,9,No,No,,,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCKB15,Rockefeller Hall B15,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,364,Instruction,20,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCKB16,Rockefeller Hall B16,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,25,404,Instruction,25,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCP101,Recreation Club Pavilion 101,"Kerry, Brian",bk528@cornell.edu,100,2848,As Is,100,No,No,,,0,0,,1,Student and Campus Life-SCL,670,No,,,,
RHD253,Frank H T Rhodes Hall 253,"Palmer, Odrick",oap22@cornell.edu,65,890,Instruction,65,Yes,No,,,42.443425,-76.481356,Frank H T Rhodes Hall,,,110,No,,,,
RHD453**,Frank H T Rhodes Hall 453,"Palmer, Odrick",oap22@cornell.edu,30,869,Instruction,30,Yes,No,,,42.443425,-76.481356,Frank H T Rhodes Hall,4,Engineering-EN,250,No,,,,
RHD571,Frank H T Rhodes Hall 571,"Palmer, Odrick",oap22@cornell.edu,94,2439,Instruction,94,Yes,No,,,42.443425,-76.481356,Frank H T Rhodes Hall,,,110,No,,,,
RISXLWN,Risley Hall XLWN:Lawn,"Scheduling Admin, ClearingHouse",scl_clearinghous@cornell.edu,99,0,,0,No,No,,,42.453122,-76.481924,,,,,No,,,,
RND304,Rand Hall 304,"Banta, Melissa",mb285@cornell.edu,30,465,Instruction,30,Yes,No,,Rand Hall,42.451234,-76.482902,Rand Hall,,,110,No,,,,
RPC10042,Robert Purcell Com Ctr 10042: First Floor Lobby,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,20,4652,Tabletop Exhibits,8,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,20,No,,,,
RPC106,Robert Purcell Com Ctr 106: Multipurpose Room,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,49,1368,Custom Layout,49,Yes,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,670,No,,,,"This is a large open space with no obstructions and offers bright lighting, perfect for dancing, classroom instruction, meetings, and small gatherings."
RPC20042,Robert Purcell Com Ctr 20042: Second Floor Lobby,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,20,4401,Tabletop Exhibits,8,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,20,No,,,,
RPC203,Robert Purcell Com Ctr 203: Wendy Purcell Lounge,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,112,1836,U-Shape,20,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,650,No,,,,
RPC205,Robert Purcell Com Ctr 205: Auditorium,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,199,2092,Instruction,127,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,610,No,,,,
RPC218,Robert Purcell Community Ctr 218,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,140,1881,As Is,140,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,680,No,,,,
RPC218A,Robert Purcell Com Ctr 218A: MPR Room A,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,49,519,Instruction,42,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,680,No,,,,
RPC218ABC,Robert Purcell Com Ctr 218ABC: MPR Room,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,299,1881,Instruction,299,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,680,No,,,,
RPC218B,Robert Purcell Com Ctr 218B: MPR Room B,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,44,670,Instruction,44,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,680,No,,,,
RPC218C,Robert Purcell Com Ctr 218C: MPR Room C,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,16,237,Empty (flow),16,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,680,No,,,,
RPC220,Robert Purcell Com Ctr 220: Conference Room,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,49,603,Instruction,20,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,680,No,,,,
RPC222,Robert Purcell Com Ctr 222: Conference Room,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,49,523,Instruction,20,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,680,No,,,,
RPCDONBOX1,Robert Purcell Com Ctr: First Floor Donation Box 1,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,0,0,,0,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,,No,,,,
RPCDONBOX2,Robert Purcell Com Ctr: First Floor Donation Box 2,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,0,0,,0,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,,No,,,,
RPCDONBOX3,Robert Purcell Com Ctr: Second Floor Donation Box 3,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,0,0,,0,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,,,,No,,,,
RPCTABLEA,Robert Purcell Com Ctr: First Floor Tabling A,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4652,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,1,Student and Campus Life-SCL,20,No,,,,
RPCTABLEB,Robert Purcell Com Ctr: First Floor Tabling B,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4652,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,1,Student and Campus Life-SCL,20,No,,,,
RPCTABLEC,Robert Purcell Com Ctr: First Floor Tabling C,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4652,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,1,Student and Campus Life-SCL,20,No,,,,
RPCTABLED,Robert Purcell Com Ctr: First Floor Tabling D,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4652,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,1,Student and Campus Life-SCL,20,No,,,,
RPCTABLEE,Robert Purcell Com Ctr: Lobby Second Floor Tabling E,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4401,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,20,No,,,,Tabling in the 2nd-floor lobby of Robert Purcell by the balcony.
RPCTABLEF,Robert Purcell Com Ctr: Lobby Second Floor Tabling F,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4401,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,20,No,,,,Tabling in the 2nd-floor lobby of Robert Purcell by the balcony.
RPCTABLEG,Robert Purcell Com Ctr: Lobby Second Floor Tabling G,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4401,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,20,No,,,,Tabling in the 2nd-floor lobby of Robert Purcell in front of the display case.
RPCTABLEH,Robert Purcell Com Ctr: Lobby Second Floor Tabling H,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,4401,As Is,2,No,No,,,42.455934,-76.477497,Robert Purcell Com Ctr,2,Student and Campus Life-SCL,20,No,,,,Tabling in the 2nd-floor lobby of Robert Purcell in front of the display case.
RPCXLWN,Robert Purcell Com Ctr XLWN: Lawn,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,2,0,COVID - Max,2,No,No,,,42.455934,-76.477497,,,,,No,,,,Tabling location next to the boulder on the NorthWest corner of Robert Purcell Community Center.
RRB105,Riley-Robb Hall 105,"Albright, Nicole",nja35@cornell.edu,90,1114,Instruction,90,Yes,No,,Riley-Robb Hall,42.445831,-76.471155,Riley-Robb Hall,,Agriculture and Life Sci-CALS,110,No,,,,
RRB125,Riley-Robb Hall 125,"Albright, Nicole",nja35@cornell.edu,205,2210,Instruction,205,Yes,No,,Riley-Robb Hall,42.445831,-76.471155,Riley-Robb Hall,,Agriculture and Life Sci-CALS,110,No,,,,
RRB160**,Riley-Robb Hall 160,"Albright, Nicole",nja35@cornell.edu,27,778,Instruction,26,Yes,No,,,42.445831,-76.471155,Riley-Robb Hall,1,Agriculture and Life Sci-CALS,110,No,,,,
RRB205,Riley-Robb Hall 205,"Albright, Nicole",nja35@cornell.edu,22,525,Instruction,22,Yes,No,,,42.445831,-76.471155,Riley-Robb Hall,,,350,No,,,,
RRB225,Riley-Robb Hall 225,"Albright, Nicole",nja35@cornell.edu,24,529,Instruction,24,Yes,No,,Riley-Robb Hall,42.445831,-76.471155,Riley-Robb Hall,,Agriculture and Life Sci-CALS,110,No,,,,
RRB401,Riley-Robb Hall 401,"Albright, Nicole",nja35@cornell.edu,49,2220,Instruction,48,Yes,No,,,42.445831,-76.471155,Riley-Robb Hall,,Agriculture and Life Sci-CALS,110,No,,,,
RRBB15,Riley-Robb Hall B15,"Albright, Nicole",nja35@cornell.edu,48,1166,Instruction,48,Yes,No,,Riley-Robb Hall,42.445831,-76.471155,Riley-Robb Hall,,Agriculture and Life Sci-CALS,110,No,,,,
RRBXPAT,Riley-Robb Hall XPAT: Patio,,,99,0,,0,No,No,,,42.445831,-76.471155,,,,,No,,,,
RSLB12,Risley Hall B12: Risley Theater,"SCL Res Life Scheduling, Fall Creek",scl_rl_fall@cornell.edu,81,1779,Instruction,81,Yes,No,,,42.453122,-76.481924,Risley Resd College,,,610,No,,,,
RWLXGRN,Rawlings Green XGRN,,,99,0,,0,No,No,,,0,0,,,,,No,,,,
SBL101,Sibley Hall 101,"Banta, Melissa",mb285@cornell.edu,49,773,Instruction,49,Yes,No,,,42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL115,Sibley Hall 115,"Banta, Melissa",mb285@cornell.edu,35,452,Instruction,35,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL140,Sibley Hall 140,"Banta, Melissa",mb285@cornell.edu,40,643,Instruction,40,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL142,Sibley Hall 142,"Banta, Melissa",mb285@cornell.edu,16,328,Instruction,16,Yes,No,,,42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL144,Sibley Hall 144,"Banta, Melissa",mb285@cornell.edu,16,333,Instruction,16,Yes,No,,,42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL157,Sibley Hall 157,"Banta, Melissa",mb285@cornell.edu,90,1545,Instruction,90,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL208,Sibley Hall 208,"Banta, Melissa",mb285@cornell.edu,30,513,Instruction,30,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL211,Sibley Hall 211,"Banta, Melissa",mb285@cornell.edu,22,370,Instruction,22,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL235**,Sibley Hall 235: Dome,"Banta, Melissa",mb285@cornell.edu,65,3471,Instruction,49,No,No,,,42.450913,-76.4841,Sibley Hall,2,Architecture Art and Planning-AAP,320,No,,,,
SBL305**,Sibley Hall 305,"Banta, Melissa",mb285@cornell.edu,39,1045,Instruction,39,No,No,,,42.450913,-76.4841,Sibley Hall,3,Architecture Art and Planning-AAP,210,No,,,,
SBL318,Sibley Hall 318,"Banta, Melissa",mb285@cornell.edu,15,253,Instruction,15,Yes,No,,Sibley Hall (N or S),42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBL335**,Sibley Hall 335,"Banta, Melissa",mb285@cornell.edu,15,2526,,0,No,No,,,42.450913,-76.4841,Sibley Hall,3,Architecture Art and Planning-AAP,230,No,,,,
SBL350**,Sibley Hall 350,"Banta, Melissa",mb285@cornell.edu,50,1451,,0,No,No,,,42.450913,-76.4841,Sibley Hall,3,Architecture Art and Planning-AAP,220,No,,,,
SBL360**,Sibley Hall 360,"Banta, Melissa",mb285@cornell.edu,40,2637,As Is,40,No,No,,,42.450913,-76.4841,Sibley Hall,3,Architecture Art and Planning-AAP,212,No,,,,
SBLB10,Sibley Hall B10,"Banta, Melissa",mb285@cornell.edu,31,622,Instruction,26,Yes,No,,,42.450913,-76.4841,Sibley Hall,,,110,No,,,,
SBLB12,Sibley Hall B12,"Banta, Melissa",mb285@cornell.edu,20,631,Instruction,20,Yes,No,,,42.450913,-76.4841,Sibley Hall,,Architecture Art and Planning-AAP,110,No,,,,
SBLB29**,Sibley Hall B29: Green Dragon,"Banta, Melissa",mb285@cornell.edu,10,1577,,0,No,No,,,42.450913,-76.4841,Sibley Hall,,Architecture Art and Planning-AAP,630,No,,,,
SGC101,Sage Chapel 101: Chapel,"Wissman, Saorsa",swissman@cornell.edu,747,7428,Instruction,747,No,No,,,42.447201,-76.484459,Sage Chapel,,,610,No,,,,
SGCXPAT,Sage Chapel XPAT: Patio,"Wissman, Saorsa",swissman@cornell.edu,99,0,,0,No,No,,,42.447201,-76.484459,,,,,No,,,,
SGH10045,Sage Hall 10045: Atrium,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,500,1328,As Is,500,No,No,,,42.445916,-76.483243,Sage Hall,1,SC Johnson College of Business-BU,20,No,,,,
SGH102,Sage Hall 102: Dining,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,125,1927,,0,No,No,,,42.445916,-76.483243,Sage Hall,1,SC Johnson College of Business-BU,630,No,,,,
SGH104,Sage Hall 104,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,50,1029,Instruction,46,Yes,No,,,42.445916,-76.483243,Sage Hall,,,610,No,,,,
SGH127,Sage Hall 127,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,20,376,,0,No,No,,,42.445916,-76.483243,Sage Hall,1,SC Johnson College of Business-BU,410,No,,,,
SGH131,Sage Hall 131,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,18,578,Instruction,18,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGH134,Sage Hall 134,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,18,522,Instruction,18,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGH135,Sage Hall 135,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,12,392,Instruction,12,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGH141,Sage Hall 141,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,48,1149,Instruction,48,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB01,Sage Hall B01,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,91,1446,Instruction,91,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB05,Sage Hall B05,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,79,1375,Instruction,79,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB06,Sage Hall B06,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,62,1439,Instruction,62,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB08,Sage Hall B08,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,90,1536,Instruction,90,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB09,Sage Hall B09,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,122,1894,Instruction,122,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB10,Sage Hall B10,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,60,1090,Instruction,60,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SGHB11,Sage Hall B11,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,60,1098,Instruction,60,Yes,No,,,42.445916,-76.483243,Sage Hall,,,110,No,,,,
SHK120**,Schoellkopf Memorial 120,"Coats, Matthew",mc328@cornell.edu,65,1682,As Is,65,No,No,,,42.444999,-76.478555,Schoellkopf Memorial,1,Student and Campus Life-SCL,680,No,,,,
SHK202**,Schoellkopf Memorial 202,"Coats, Matthew",mc328@cornell.edu,5,356,,0,No,No,,,42.444999,-76.478555,Schoellkopf Memorial,2,Student and Campus Life-SCL,680,No,,,,
SNE1020,Snee Hall 1020: Atrium,"Henry, Sierra",slh297@cornell.edu,101,3699,As Is,101,Yes,No,,,42.443665,-76.48484,Snee Hall,,,20,No,,,,
SNE1120,Snee Hall 1120,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,48,990,Instruction,48,Yes,No,,Snee Hall,42.443665,-76.48484,Snee Hall,,Engineering-EN,110,No,,,,
SNE1134,Snee Hall 1134,"Henry, Sierra",slh297@cornell.edu,30,1268,As Is,30,Yes,No,,,42.443665,-76.48484,Snee Hall,,,410,No,,,,
SNE1146,Snee Hall 1146,"Henry, Sierra",slh297@cornell.edu,30,960,Instruction,30,Yes,No,,,42.443665,-76.48484,Snee Hall,,,110,No,,,,
SNE1150,Snee Hall 1150,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,46,925,Instruction,46,Yes,No,,Snee Hall,42.443665,-76.48484,Snee Hall,,Engineering-EN,110,No,,,,
SNE2146,Snee Hall 2146,"Henry, Sierra",slh297@cornell.edu,48,1160,Instruction,48,Yes,No,,,42.443665,-76.48484,Snee Hall,,,110,No,,,,
SNE2152,Snee Hall 2152,"Henry, Sierra",slh297@cornell.edu,24,754,Instruction,24,Yes,No,,,42.443665,-76.48484,Snee Hall,,,110,No,,,,
SNE2154**,Snee Hall 2154,"Henry, Sierra",slh297@cornell.edu,38,1023,Instruction,38,Yes,No,,,42.443665,-76.48484,Snee Hall,2,Engineering-EN,212,No,,,,
SRMS1017**,Schurman Hall S1017,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,28,686,,0,No,No,,,42.447992,-76.466142,Schurman Hall,1,Veterinary Medicine-VM,110,No,,,,
SSB105,Space Sciences Bldg 105,"Tarbell, Jill",jtm14@cornell.edu,49,1100,Instruction,49,Yes,No,,Space Sciences Building,42.448885,-76.481083,Space Sciences Bldg,,Arts and Sci-AS,110,No,,,,
SSB105X,Space Sciences Building 105X,,,50,0,Instruction,50,No,No,,,42.448885,-76.479102,,,,,No,,,,
SSB405**,Space Sciences Building 405,"Tarbell, Jill",jtm14@cornell.edu,13,365,As Is,13,Yes,No,,,42.448885,-76.481083,Space Sciences Bldg,4,Arts and Sci-AS,210,No,,,,
SSB511**,Space Sciences Building 511,"Tarbell, Jill",jtm14@cornell.edu,14,337,Instruction,14,No,No,,,42.448885,-76.481083,Space Sciences Bldg,5,Arts and Sci-AS,680,No,,,,
SSB605**,Space Sciences Building 605,"Tarbell, Jill",jtm14@cornell.edu,12,382,,0,No,No,,,42.448885,-76.481083,Space Sciences Bldg,6,Arts and Sci-AS,220,No,,,,
STK10043**,Stocking Hall 10043: Gallery Lounge,"Stratton, Matthieu",mks16@cornell.edu,320,7243,,0,No,No,,,42.44717,-76.471589,Stocking Hall,1,Agriculture and Life Sci-CALS,20,No,,,,
STK146,Stocking Hall 146,"Stratton, Matthieu",mks16@cornell.edu,120,2924,Instruction,120,Yes,No,,Stocking Hall,42.447166,-76.471184,Stocking Hall,,Agriculture and Life Sci-CALS,110,No,,,,
STK156**,Stocking Hall 156,,,18,2218,Instruction,18,No,No,,,42.447166,-76.471184,Stocking Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
STK201,Stocking Hall 201,"Stratton, Matthieu",mks16@cornell.edu,30,647,Instruction,30,Yes,No,,Stocking Hall,42.44717,-76.471589,Stocking Hall,,Agriculture and Life Sci-CALS,110,No,,,,
STK202,Stocking Hall 202,"Stratton, Matthieu",mks16@cornell.edu,48,952,Instruction,46,Yes,No,,Stocking Hall,42.44717,-76.471589,Stocking Hall,,Agriculture and Life Sci-CALS,110,No,,,,
STK264**,Stocking Hall East Addition 264,"Stratton, Matthieu",mks16@cornell.edu,24,1446,Instruction,0,No,No,,,42.447329,-76.470373,Stocking Hall,2,Agriculture and Life Sci-CALS,212,No,,,,
STKM01,Stocking Hall M01,"Stratton, Matthieu",mks16@cornell.edu,48,967,Instruction,48,Yes,No,,Stocking Hall,42.44717,-76.471589,Stocking Hall,,Agriculture and Life Sci-CALS,110,No,,,,
STKM31**,Stocking Hall West M31,,,28,1408,As Is,28,No,No,,,42.44717,-76.471589,Stocking Hall,,Agriculture and Life Sci-CALS,212,No,,,,
STKXCOM,Stocking Hall XCOM: Commons,"Stratton, Matthieu",mks16@cornell.edu,99,0,,0,No,No,,,42.44717,-76.471589,,,,,No,,,,
STKXPAT,Stocking Hall XPAT: Patio,"Stratton, Matthieu",mks16@cornell.edu,99,0,,0,No,No,,,42.44717,-76.471589,,,,,No,,,,
STL165,Statler Hall 165,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,61,1063,Instruction,61,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL185,Statler Hall 185,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,715,4352,Instruction,715,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,610,No,,,,
STL196,Statler Hall 196,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,136,1640,Instruction,136,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL198,Statler Hall 198,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,65,1498,Instruction,65,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL265,Statler Hall 265,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,131,1056,Instruction,131,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL291,Statler Hall 291,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,40,1032,Instruction,40,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL341,Statler Hall 341,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,45,1145,Instruction,45,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL351,Statler Hall 351,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,48,1076,Instruction,48,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL391,Statler Hall 391,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,40,1032,Instruction,40,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL396,Statler Hall 396,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,81,1777,Instruction,81,Yes,No,,,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL398,Statler Hall 398,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,80,1539,Instruction,80,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL441,Statler Hall 441,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,27,589,Instruction,27,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
